slug,place_name,geoid,state,boundary_source,boundary_area_sq_mi,census_land_area_sq_mi,responsibility_area,fhsz_tier,area_sq_mi,pct_of_boundary_area,fhsz_layer,fhsz_layer_vintage,retrieved
wildomar,Wildomar city,0685446,CA,US Census TIGERweb Incorporated Place,23.806,23.744,LRA,NonWildland,5.266,22.12,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
wildomar,Wildomar city,0685446,CA,US Census TIGERweb Incorporated Place,23.806,23.744,NONE,No mapped FHSZ polygon,0.564,2.37,,,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,SRA,Very High,0.016,0.08,FHSZSRA_23_3,SRA maps effective 2024-04-01,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,LRA,Very High,7.477,37.34,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,LRA,High,1.968,9.83,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,LRA,Moderate,0.844,4.21,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,LRA,NonWildland,9.719,48.54,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yorba-linda,Yorba Linda city,0686832,CA,US Census TIGERweb Incorporated Place,20.024,19.953,NONE,No mapped FHSZ polygon,0.0,0.0,,,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,SRA,Very High,0.018,0.06,FHSZSRA_23_3,SRA maps effective 2024-04-01,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,LRA,Very High,15.805,55.79,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,LRA,High,1.475,5.21,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,LRA,Moderate,1.344,4.74,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,LRA,NonWildland,9.683,34.18,FHSZLRA25_v1_All,LRA map dated 2025-03-24,2026-08-14
yucaipa,Yucaipa city,0687042,CA,US Census TIGERweb Incorporated Place,28.331,28.26,NONE,No mapped FHSZ polygon,0.006,0.02,,,2026-08-14
